Incident_ID,Created_Date,Resolved_Date,closed_at,priority,category,Assigned_To,SLA_Status,Resolution_Time,Category,Priority
INC0009414,2016-03-21 11:32:00,2016-03-24 16:32:00,29/3/2016 16:59,3 - Moderate,Category 26,?,Met,3.0,Category 26,3 - Moderate
INC0009415,2016-03-21 11:33:00,2016-04-04 12:51:00,9/4/2016 12:59,3 - Moderate,Category 42,Group 70,Breached,14.0,Category 42,3 - Moderate
INC0009418,2016-03-21 11:36:00,2016-03-22 16:30:00,27/3/2016 16:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0009419,2016-03-21 11:37:00,2016-03-30 09:37:00,4/4/2016 09:59,3 - Moderate,Category 26,Group 28,Breached,8.0,Category 26,3 - Moderate
INC0009420,2016-03-21 11:37:00,2016-08-18 16:26:00,23/8/2016 17:00,3 - Moderate,Category 34,Group 9,Breached,150.0,Category 34,3 - Moderate
INC0009422,2016-03-21 11:42:00,2016-03-22 16:14:00,27/3/2016 16:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0009423,2016-03-21 11:43:00,2016-03-22 13:00:00,27/3/2016 13:59,3 - Moderate,Category 57,?,Met,1.0,Category 57,3 - Moderate
INC0009424,2016-03-21 11:44:00,2016-06-30 13:01:00,5/7/2016 13:07,3 - Moderate,Category 34,Group 24,Breached,101.0,Category 34,3 - Moderate
INC0009426,2016-03-21 11:44:00,2016-03-28 19:03:00,2/4/2016 19:59,3 - Moderate,Category 32,?,Breached,7.0,Category 32,3 - Moderate
INC0009427,2016-03-21 11:44:00,2016-03-29 16:26:00,3/4/2016 16:59,3 - Moderate,Category 23,Group 25,Breached,8.0,Category 23,3 - Moderate
INC0009429,2016-03-21 11:46:00,2016-04-04 11:23:00,9/4/2016 11:59,3 - Moderate,Category 40,?,Breached,13.0,Category 40,3 - Moderate
INC0009430,2016-03-21 11:46:00,2016-03-21 12:12:00,26/3/2016 12:59,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0009431,2016-03-21 11:46:00,2016-03-21 17:50:00,26/3/2016 17:59,3 - Moderate,Category 53,Group 68,Met,0.0,Category 53,3 - Moderate
INC0009432,2016-03-21 11:51:00,2016-04-01 13:32:00,6/4/2016 13:59,3 - Moderate,Category 53,?,Breached,11.0,Category 53,3 - Moderate
INC0009433,2016-03-21 11:51:00,2016-03-21 15:36:00,26/3/2016 15:59,3 - Moderate,Category 32,Group 39,Met,0.0,Category 32,3 - Moderate
INC0009434,2016-03-21 11:55:00,2016-03-21 16:52:00,26/3/2016 16:59,3 - Moderate,Category 37,Group 47,Met,0.0,Category 37,3 - Moderate
INC0009436,2016-03-21 12:00:00,2016-03-23 08:20:00,28/3/2016 08:59,3 - Moderate,Category 53,Group 66,Met,1.0,Category 53,3 - Moderate
INC0009437,2016-03-21 12:07:00,2016-03-22 09:50:00,27/3/2016 09:59,3 - Moderate,Category 32,Group 39,Met,0.0,Category 32,3 - Moderate
INC0009438,2016-03-21 12:07:00,2016-03-28 18:40:00,2/4/2016 18:59,3 - Moderate,Category 53,?,Breached,7.0,Category 53,3 - Moderate
INC0009439,2016-03-21 12:07:00,2016-03-31 08:36:00,5/4/2016 08:59,3 - Moderate,Category 61,Group 73,Breached,9.0,Category 61,3 - Moderate
INC0009440,2016-03-21 12:08:00,2016-04-07 10:14:00,12/4/2016 10:59,3 - Moderate,Category 26,?,Breached,16.0,Category 26,3 - Moderate
INC0009443,2016-03-21 12:12:00,2016-03-21 15:39:00,26/3/2016 15:59,3 - Moderate,Category 42,Group 39,Met,0.0,Category 42,3 - Moderate
INC0009444,2016-03-21 12:14:00,2016-06-21 18:18:00,26/6/2016 19:00,3 - Moderate,Category 17,Group 69,Breached,92.0,Category 17,3 - Moderate
INC0009446,2016-03-21 12:15:00,2016-03-31 09:18:00,5/4/2016 09:59,3 - Moderate,Category 9,Group 25,Breached,9.0,Category 9,3 - Moderate
INC0009448,2016-03-21 12:17:00,2016-03-21 12:22:00,26/3/2016 12:59,3 - Moderate,Category 20,Group 70,Met,0.0,Category 20,3 - Moderate
INC0009449,2016-03-21 12:17:00,2016-03-22 11:01:00,27/3/2016 11:59,3 - Moderate,Category 57,Group 65,Met,0.0,Category 57,3 - Moderate
INC0009451,2016-03-21 12:22:00,2016-03-21 17:17:00,26/3/2016 17:59,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0009457,2016-03-21 12:34:00,2016-03-21 12:59:00,26/3/2016 13:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0009458,2016-03-21 12:35:00,2016-04-01 15:59:00,6/4/2016 15:59,2 - High,Category 46,Group 55,Breached,11.0,Category 46,2 - High
INC0009461,2016-03-21 12:40:00,2016-03-28 16:25:00,2/4/2016 16:59,3 - Moderate,Category 46,Group 70,Breached,7.0,Category 46,3 - Moderate
INC0009462,2016-03-21 12:43:00,2016-03-21 13:48:00,26/3/2016 13:59,3 - Moderate,Category 46,Group 70,Met,0.0,Category 46,3 - Moderate
INC0009463,2016-03-21 12:48:00,2016-03-21 14:32:00,26/3/2016 14:59,3 - Moderate,Category 26,?,Met,0.0,Category 26,3 - Moderate
INC0009464,2016-03-21 12:50:00,2016-03-22 16:08:00,27/3/2016 16:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0009465,2016-03-21 12:53:00,2016-03-21 15:01:00,26/3/2016 15:59,3 - Moderate,Category 42,Group 55,Met,0.0,Category 42,3 - Moderate
INC0009466,2016-03-21 12:54:00,2016-03-31 14:03:00,5/4/2016 14:59,3 - Moderate,Category 9,?,Breached,10.0,Category 9,3 - Moderate
INC0009467,2016-03-21 12:55:00,2016-03-21 13:58:00,26/3/2016 13:59,3 - Moderate,Category 37,Group 49,Met,0.0,Category 37,3 - Moderate
INC0009468,2016-03-21 12:58:00,2016-04-01 10:19:00,6/4/2016 10:59,3 - Moderate,Category 26,?,Breached,10.0,Category 26,3 - Moderate
INC0009469,2016-03-21 12:58:00,2016-03-22 14:35:00,27/3/2016 14:59,3 - Moderate,Category 26,?,Met,1.0,Category 26,3 - Moderate
INC0009470,2016-03-21 12:58:00,,26/3/2016 13:59,3 - Moderate,Category 53,Group 70,Met,,Category 53,3 - Moderate
INC0009471,2016-03-21 13:02:00,2016-03-22 10:57:00,27/3/2016 10:59,3 - Moderate,Category 46,Group 70,Met,0.0,Category 46,3 - Moderate
INC0009472,2016-03-21 13:03:00,2016-03-29 17:09:00,3/4/2016 17:59,3 - Moderate,Category 61,Group 73,Breached,8.0,Category 61,3 - Moderate
INC0009473,2016-03-21 13:06:00,2016-03-31 14:11:00,5/4/2016 14:59,3 - Moderate,Category 57,?,Breached,10.0,Category 57,3 - Moderate
INC0009474,2016-03-21 13:07:00,2016-03-29 15:53:00,3/4/2016 15:59,3 - Moderate,Category 23,Group 29,Breached,8.0,Category 23,3 - Moderate
INC0009475,2016-03-21 13:07:00,2016-03-22 13:27:00,27/3/2016 13:59,3 - Moderate,Category 34,Group 24,Met,1.0,Category 34,3 - Moderate
INC0009476,2016-03-21 13:11:00,2016-03-29 09:14:00,3/4/2016 09:59,3 - Moderate,Category 37,Group 48,Breached,7.0,Category 37,3 - Moderate
INC0009477,2016-03-21 13:13:00,2016-03-23 10:52:00,28/3/2016 10:59,3 - Moderate,Category 46,Group 39,Met,1.0,Category 46,3 - Moderate
INC0009478,2016-03-21 13:14:00,2016-03-21 13:19:00,26/3/2016 13:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0009479,2016-03-21 13:15:00,2016-03-22 02:40:00,27/3/2016 02:59,3 - Moderate,Category 42,?,Met,0.0,Category 42,3 - Moderate
INC0009481,2016-03-21 13:19:00,2016-03-24 16:32:00,29/3/2016 16:59,3 - Moderate,Category 46,Group 66,Met,3.0,Category 46,3 - Moderate
INC0009482,2016-03-21 13:19:00,,26/3/2016 13:59,3 - Moderate,Category 32,Group 70,Met,,Category 32,3 - Moderate
INC0009483,2016-03-21 13:20:00,2016-04-05 15:45:00,10/4/2016 15:59,3 - Moderate,Category 9,Group 25,Breached,15.0,Category 9,3 - Moderate
INC0009484,2016-03-21 13:20:00,2016-03-22 11:02:00,27/3/2016 11:59,3 - Moderate,Category 20,?,Met,0.0,Category 20,3 - Moderate
INC0009486,2016-03-21 13:26:00,2016-03-21 14:03:00,26/3/2016 14:59,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0009489,2016-03-21 13:28:00,2016-04-05 18:02:00,10/4/2016 18:59,3 - Moderate,Category 46,Group 37,Breached,15.0,Category 46,3 - Moderate
INC0009490,2016-03-21 13:29:00,2016-04-01 13:44:00,6/4/2016 13:59,3 - Moderate,Category 26,?,Breached,11.0,Category 26,3 - Moderate
INC0009492,2016-03-21 13:32:00,2016-03-21 14:31:00,26/3/2016 14:59,3 - Moderate,Category 51,Group 24,Met,0.0,Category 51,3 - Moderate
INC0009493,2016-03-21 13:33:00,2016-04-21 16:38:00,26/4/2016 17:07,3 - Moderate,Category 44,Group 70,Breached,31.0,Category 44,3 - Moderate
INC0009495,2016-03-21 13:35:00,2016-03-29 09:15:00,3/4/2016 09:59,3 - Moderate,Category 37,Group 48,Breached,7.0,Category 37,3 - Moderate
INC0009496,2016-03-21 13:37:00,2016-03-21 15:36:00,26/3/2016 15:59,3 - Moderate,Category 9,Group 27,Met,0.0,Category 9,3 - Moderate
INC0009497,2016-03-21 13:38:00,2016-03-24 10:20:00,29/3/2016 10:59,3 - Moderate,Category 9,Group 24,Met,2.0,Category 9,3 - Moderate
INC0009498,2016-03-21 13:42:00,2016-03-29 16:50:00,3/4/2016 16:59,3 - Moderate,Category 26,?,Breached,8.0,Category 26,3 - Moderate
INC0009499,2016-03-21 13:49:00,,26/3/2016 14:59,3 - Moderate,Category 40,Group 70,Met,,Category 40,3 - Moderate
INC0009501,2016-03-21 13:52:00,2016-03-30 12:09:00,4/4/2016 12:59,3 - Moderate,Category 53,?,Breached,8.0,Category 53,3 - Moderate
INC0009502,2016-03-21 13:55:00,2016-03-23 10:08:00,28/3/2016 10:59,3 - Moderate,Category 24,Group 23,Met,1.0,Category 24,3 - Moderate
INC0009503,2016-03-21 13:56:00,2016-03-28 18:57:00,2/4/2016 18:59,3 - Moderate,Category 46,Group 22,Breached,7.0,Category 46,3 - Moderate
INC0009506,2016-03-21 13:59:00,2016-03-29 16:44:00,3/4/2016 16:59,3 - Moderate,Category 42,?,Breached,8.0,Category 42,3 - Moderate
INC0009507,2016-03-21 13:59:00,2016-05-06 17:27:00,11/5/2016 18:07,1 - Critical,Category 46,Group 57,Breached,46.0,Category 46,1 - Critical
INC0009508,2016-03-21 14:00:00,,26/3/2016 14:59,3 - Moderate,Category 42,Group 70,Met,,Category 42,3 - Moderate
INC0009509,2016-03-21 14:01:00,2016-03-23 10:02:00,28/3/2016 10:59,3 - Moderate,Category 26,?,Met,1.0,Category 26,3 - Moderate
INC0009510,2016-03-21 14:02:00,2016-03-23 10:00:00,28/3/2016 10:59,3 - Moderate,Category 53,?,Met,1.0,Category 53,3 - Moderate
INC0009513,2016-03-21 14:07:00,2016-03-22 11:38:00,27/3/2016 11:59,3 - Moderate,Category 20,?,Met,0.0,Category 20,3 - Moderate
INC0009514,2016-03-21 14:10:00,2016-03-23 10:29:00,28/3/2016 10:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0009516,2016-03-21 14:11:00,2016-03-22 08:49:00,27/3/2016 08:59,3 - Moderate,Category 23,Group 28,Met,0.0,Category 23,3 - Moderate
INC0009517,2016-03-21 14:11:00,2016-03-31 09:47:00,5/4/2016 09:59,3 - Moderate,Category 9,Group 25,Breached,9.0,Category 9,3 - Moderate
INC0009518,2016-03-21 14:12:00,2016-03-22 07:05:00,27/3/2016 07:59,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0009519,2016-03-21 14:13:00,2016-03-21 16:56:00,26/3/2016 16:59,3 - Moderate,Category 9,Group 24,Met,0.0,Category 9,3 - Moderate
INC0009520,2016-03-21 14:14:00,2016-03-22 16:21:00,27/3/2016 16:59,3 - Moderate,Category 61,Group 73,Met,1.0,Category 61,3 - Moderate
INC0009522,2016-03-21 14:18:00,2016-03-23 17:09:00,28/3/2016 17:59,3 - Moderate,Category 61,Group 73,Met,2.0,Category 61,3 - Moderate
INC0009523,2016-03-21 14:18:00,2016-03-22 10:32:00,27/3/2016 10:59,3 - Moderate,Category 26,?,Met,0.0,Category 26,3 - Moderate
INC0009524,2016-03-21 14:20:00,2016-03-22 14:32:00,27/3/2016 14:59,3 - Moderate,Category 53,Group 28,Met,1.0,Category 53,3 - Moderate
INC0009525,2016-03-21 14:20:00,2016-04-19 14:37:00,24/4/2016 15:07,3 - Moderate,Category 9,Group 25,Breached,29.0,Category 9,3 - Moderate
INC0009527,2016-03-21 14:22:00,2016-03-29 15:43:00,3/4/2016 15:59,3 - Moderate,Category 9,Group 72,Breached,8.0,Category 9,3 - Moderate
INC0009528,2016-03-21 14:22:00,2016-03-22 11:13:00,27/3/2016 11:59,3 - Moderate,Category 20,?,Met,0.0,Category 20,3 - Moderate
INC0009529,2016-03-21 14:23:00,2016-04-01 14:01:00,6/4/2016 14:59,3 - Moderate,Category 46,Group 57,Breached,10.0,Category 46,3 - Moderate
INC0009530,2016-03-21 14:25:00,2016-03-29 16:42:00,3/4/2016 16:59,3 - Moderate,Category 26,?,Breached,8.0,Category 26,3 - Moderate
INC0009531,2016-03-21 14:26:00,2016-03-22 09:57:00,27/3/2016 09:59,3 - Moderate,Category 42,Group 39,Met,0.0,Category 42,3 - Moderate
INC0009532,2016-03-21 14:26:00,2016-04-04 17:18:00,9/4/2016 17:59,3 - Moderate,Category 26,Group 23,Breached,14.0,Category 26,3 - Moderate
INC0009533,2016-03-21 14:27:00,2016-03-22 10:05:00,27/3/2016 10:59,3 - Moderate,Category 20,Group 70,Met,0.0,Category 20,3 - Moderate
INC0009534,2016-03-21 14:29:00,2016-03-24 12:29:00,29/3/2016 12:59,3 - Moderate,Category 28,Group 23,Met,2.0,Category 28,3 - Moderate
INC0009535,2016-03-21 14:29:00,2016-03-23 07:57:00,28/3/2016 07:59,2 - High,Category 17,?,Breached,1.0,Category 17,2 - High
INC0009536,2016-03-21 14:30:00,2016-04-01 14:24:00,6/4/2016 14:59,3 - Moderate,Category 26,?,Breached,10.0,Category 26,3 - Moderate
INC0009537,2016-03-21 14:30:00,2016-06-13 09:53:00,18/6/2016 10:00,3 - Moderate,Category 34,Group 25,Breached,83.0,Category 34,3 - Moderate
INC0009538,2016-03-21 14:32:00,2016-03-23 08:31:00,28/3/2016 08:59,3 - Moderate,Category 9,Group 24,Met,1.0,Category 9,3 - Moderate
INC0009539,2016-03-21 14:32:00,2016-03-29 10:18:00,3/4/2016 10:59,3 - Moderate,Category 53,Group 23,Breached,7.0,Category 53,3 - Moderate
INC0009540,2016-03-21 14:32:00,2016-03-21 14:39:00,26/3/2016 14:59,3 - Moderate,Category 42,Group 70,Met,0.0,Category 42,3 - Moderate
INC0009541,2016-03-21 14:33:00,,26/3/2016 15:59,3 - Moderate,Category 37,Group 70,Met,,Category 37,3 - Moderate
INC0009542,2016-03-21 14:34:00,2016-03-21 15:17:00,26/3/2016 15:59,3 - Moderate,Category 40,Group 70,Met,0.0,Category 40,3 - Moderate
INC0009544,2016-03-21 14:36:00,2016-03-22 16:27:00,27/3/2016 16:59,3 - Moderate,Category 32,Group 39,Met,1.0,Category 32,3 - Moderate
INC0009545,2016-03-21 14:37:00,,26/3/2016 14:59,3 - Moderate,Category 42,Group 70,Met,,Category 42,3 - Moderate
INC0009546,2016-03-21 14:37:00,2016-03-22 09:59:00,27/3/2016 10:59,3 - Moderate,Category 20,Group 70,Met,0.0,Category 20,3 - Moderate
INC0009547,2016-03-21 14:37:00,2016-03-23 08:28:00,28/3/2016 08:59,3 - Moderate,Category 37,Group 24,Met,1.0,Category 37,3 - Moderate
INC0009548,2016-03-21 14:39:00,2016-03-21 15:59:00,26/3/2016 15:59,3 - Moderate,Category 26,?,Met,0.0,Category 26,3 - Moderate
INC0009549,2016-03-21 14:40:00,2016-05-12 11:24:00,17/5/2016 12:07,3 - Moderate,Category 57,Group 34,Breached,51.0,Category 57,3 - Moderate
INC0009550,2016-03-21 14:40:00,2016-04-06 13:22:00,11/4/2016 13:59,3 - Moderate,Category 37,Group 24,Breached,15.0,Category 37,3 - Moderate
INC0009551,2016-03-21 14:41:00,2016-03-29 13:37:00,3/4/2016 13:59,3 - Moderate,Category 53,?,Breached,7.0,Category 53,3 - Moderate
INC0009553,2016-03-21 14:42:00,2016-03-23 15:03:00,28/3/2016 15:59,3 - Moderate,Category 9,Group 24,Met,2.0,Category 9,3 - Moderate
INC0009554,2016-03-21 14:43:00,2016-05-19 15:42:00,24/5/2016 16:07,3 - Moderate,Category 22,Group 75,Breached,59.0,Category 22,3 - Moderate
INC0009556,2016-03-21 14:43:00,2016-03-23 17:05:00,28/3/2016 17:59,3 - Moderate,Category 61,Group 73,Met,2.0,Category 61,3 - Moderate
INC0009557,2016-03-21 14:44:00,2016-03-22 09:44:00,27/3/2016 09:59,3 - Moderate,Category 53,Group 23,Met,0.0,Category 53,3 - Moderate
INC0009559,2016-03-21 14:44:00,2016-04-05 11:17:00,10/4/2016 11:59,3 - Moderate,Category 23,Group 20,Breached,14.0,Category 23,3 - Moderate
INC0009561,2016-03-21 14:47:00,,26/3/2016 14:59,3 - Moderate,Category 32,Group 70,Met,,Category 32,3 - Moderate
INC0009563,2016-03-21 14:51:00,2016-03-30 08:27:00,4/4/2016 08:59,3 - Moderate,Category 42,Group 66,Breached,8.0,Category 42,3 - Moderate
INC0009565,2016-03-21 14:55:00,2016-03-21 15:33:00,26/3/2016 15:59,3 - Moderate,Category 26,Group 70,Met,0.0,Category 26,3 - Moderate
INC0009566,2016-03-21 14:56:00,2016-03-22 09:45:00,27/3/2016 09:59,3 - Moderate,Category 53,Group 23,Met,0.0,Category 53,3 - Moderate
INC0009570,2016-03-21 14:57:00,2016-03-30 08:26:00,4/4/2016 08:59,3 - Moderate,Category 42,Group 66,Breached,8.0,Category 42,3 - Moderate
INC0009571,2016-03-21 14:57:00,2016-03-29 02:39:00,3/4/2016 02:59,3 - Moderate,Category 24,Group 70,Breached,7.0,Category 24,3 - Moderate
INC0009572,2016-03-21 14:57:00,2016-03-23 10:25:00,28/3/2016 10:59,3 - Moderate,Category 57,Group 65,Met,1.0,Category 57,3 - Moderate
INC0009573,2016-03-21 14:59:00,2016-04-01 16:17:00,6/4/2016 16:59,3 - Moderate,Category 46,Group 6,Breached,11.0,Category 46,3 - Moderate
INC0009574,2016-03-21 14:59:00,2016-04-05 16:32:00,10/4/2016 16:59,3 - Moderate,Category 34,Group 24,Breached,15.0,Category 34,3 - Moderate
INC0009575,2016-03-21 14:59:00,,26/3/2016 15:59,3 - Moderate,Category 46,Group 70,Met,,Category 46,3 - Moderate
INC0009576,2016-03-21 15:01:00,2016-03-30 08:24:00,4/4/2016 08:59,3 - Moderate,Category 42,Group 66,Breached,8.0,Category 42,3 - Moderate
INC0009577,2016-03-21 15:02:00,2016-03-21 16:48:00,26/3/2016 16:59,3 - Moderate,Category 46,Group 57,Met,0.0,Category 46,3 - Moderate
INC0009578,2016-03-21 15:02:00,2016-03-22 11:26:00,27/3/2016 11:59,3 - Moderate,Category 53,?,Met,0.0,Category 53,3 - Moderate
INC0009579,2016-03-21 15:03:00,2016-03-21 15:16:00,26/3/2016 15:59,3 - Moderate,Category 20,?,Met,0.0,Category 20,3 - Moderate
INC0009580,2016-03-21 15:03:00,2016-03-30 14:14:00,4/4/2016 14:59,3 - Moderate,Category 42,Group 55,Breached,8.0,Category 42,3 - Moderate
INC0009581,2016-03-21 15:04:00,2016-04-14 12:01:00,19/4/2016 12:07,3 - Moderate,Category 23,Group 20,Breached,23.0,Category 23,3 - Moderate
INC0009582,2016-03-21 15:08:00,,26/3/2016 15:59,3 - Moderate,Category 32,Group 70,Met,,Category 32,3 - Moderate
INC0009583,2016-03-21 15:09:00,2016-03-30 08:16:00,4/4/2016 08:59,3 - Moderate,Category 42,?,Breached,8.0,Category 42,3 - Moderate
INC0009584,2016-03-21 15:09:00,2016-03-21 15:34:00,26/3/2016 15:59,3 - Moderate,Category 9,Group 70,Met,0.0,Category 9,3 - Moderate
INC0009586,2016-03-21 15:11:00,2016-03-29 09:16:00,3/4/2016 09:59,3 - Moderate,Category 37,Group 48,Breached,7.0,Category 37,3 - Moderate
INC0009588,2016-03-21 15:16:00,2016-03-21 15:34:00,26/3/2016 15:59,3 - Moderate,Category 32,?,Met,0.0,Category 32,3 - Moderate
INC0009589,2016-03-21 15:17:00,,26/3/2016 15:59,3 - Moderate,Category 32,Group 70,Met,,Category 32,3 - Moderate
INC0009590,2016-03-21 15:18:00,2016-03-21 18:28:00,26/3/2016 18:59,3 - Moderate,Category 53,?,Met,0.0,Category 53,3 - Moderate
INC0009591,2016-03-21 15:24:00,2016-04-07 16:38:00,12/4/2016 16:59,3 - Moderate,Category 26,Group 20,Breached,17.0,Category 26,3 - Moderate
INC0009594,2016-03-21 15:28:00,2016-03-21 15:51:00,26/3/2016 15:59,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0009595,2016-03-21 15:29:00,2016-03-29 13:57:00,3/4/2016 13:59,4 - Low,Category 42,Group 55,Met,7.0,Category 42,4 - Low
INC0009596,2016-03-21 15:30:00,2016-03-24 16:58:00,29/3/2016 16:59,3 - Moderate,Category 26,?,Met,3.0,Category 26,3 - Moderate
INC0009597,2016-03-21 15:33:00,2016-03-28 14:43:00,2/4/2016 14:59,3 - Moderate,Category 42,Group 22,Breached,6.0,Category 42,3 - Moderate
INC0009598,2016-03-21 15:38:00,2016-12-09 16:19:00,14/12/2016 17:00,3 - Moderate,Category 34,Group 9,Breached,263.0,Category 34,3 - Moderate
INC0009599,2016-03-21 15:38:00,,26/3/2016 15:59,3 - Moderate,Category 32,Group 70,Met,,Category 32,3 - Moderate
INC0009604,2016-03-21 15:42:00,2016-03-28 15:29:00,2/4/2016 15:59,2 - High,Category 23,Group 20,Breached,6.0,Category 23,2 - High
INC0009605,2016-03-21 15:43:00,2016-03-21 16:30:00,26/3/2016 16:59,3 - Moderate,Category 37,Group 55,Met,0.0,Category 37,3 - Moderate
INC0009606,2016-03-21 15:43:00,2016-04-25 10:10:00,30/4/2016 11:07,3 - Moderate,Category 46,Group 57,Breached,34.0,Category 46,3 - Moderate
INC0009608,2016-03-21 15:44:00,2016-03-30 17:29:00,4/4/2016 17:59,3 - Moderate,Category 57,Group 56,Breached,9.0,Category 57,3 - Moderate
INC0009611,2016-03-21 15:52:00,2016-04-06 15:28:00,11/4/2016 15:59,3 - Moderate,Category 9,Group 25,Breached,15.0,Category 9,3 - Moderate
INC0009613,2016-03-21 15:52:00,2016-03-30 09:56:00,4/4/2016 09:59,3 - Moderate,Category 32,Group 68,Breached,8.0,Category 32,3 - Moderate
INC0009614,2016-03-21 15:53:00,2016-03-30 09:39:00,4/4/2016 09:59,3 - Moderate,Category 26,?,Breached,8.0,Category 26,3 - Moderate
INC0009615,2016-03-21 15:53:00,2016-03-22 09:11:00,27/3/2016 09:59,3 - Moderate,Category 46,Group 31,Met,0.0,Category 46,3 - Moderate
INC0009616,2016-03-21 15:54:00,2016-03-23 11:03:00,28/3/2016 11:59,3 - Moderate,Category 24,Group 25,Met,1.0,Category 24,3 - Moderate
INC0009617,2016-03-21 15:55:00,,26/3/2016 16:59,3 - Moderate,Category 42,Group 70,Met,,Category 42,3 - Moderate
INC0009619,2016-03-21 15:56:00,2016-03-21 16:13:00,26/3/2016 16:59,3 - Moderate,Category 46,Group 64,Met,0.0,Category 46,3 - Moderate
INC0009621,2016-03-21 15:57:00,,26/3/2016 16:59,3 - Moderate,Category 32,Group 70,Met,,Category 32,3 - Moderate
INC0009622,2016-03-21 15:58:00,2016-03-23 16:58:00,28/3/2016 16:59,3 - Moderate,Category 24,Group 23,Met,2.0,Category 24,3 - Moderate
INC0009623,2016-03-21 16:03:00,,26/3/2016 16:59,3 - Moderate,Category 32,Group 70,Met,,Category 32,3 - Moderate
INC0009625,2016-03-21 16:05:00,2016-03-22 10:01:00,27/3/2016 10:59,3 - Moderate,Category 42,Group 39,Met,0.0,Category 42,3 - Moderate
INC0009626,2016-03-21 16:05:00,2016-03-30 09:14:00,4/4/2016 09:59,3 - Moderate,Category 32,?,Breached,8.0,Category 32,3 - Moderate
INC0009627,2016-03-21 16:06:00,2016-03-28 10:15:00,2/4/2016 10:59,3 - Moderate,Category 61,Group 73,Breached,6.0,Category 61,3 - Moderate
INC0009629,2016-03-21 16:08:00,2016-03-21 16:30:00,26/3/2016 16:59,3 - Moderate,Category 53,Group 70,Met,0.0,Category 53,3 - Moderate
INC0009631,2016-03-21 16:09:00,2016-03-21 18:25:00,26/3/2016 18:59,3 - Moderate,Category 32,Group 70,Met,0.0,Category 32,3 - Moderate
INC0009632,2016-03-21 16:09:00,2016-03-22 10:43:00,27/3/2016 10:59,3 - Moderate,Category 26,?,Met,0.0,Category 26,3 - Moderate
INC0009633,2016-03-21 16:11:00,2016-03-30 09:47:00,4/4/2016 09:59,3 - Moderate,Category 23,?,Breached,8.0,Category 23,3 - Moderate
INC0009635,2016-03-21 16:15:00,2016-03-30 12:17:00,4/4/2016 12:59,3 - Moderate,Category 26,?,Breached,8.0,Category 26,3 - Moderate
INC0009636,2016-03-21 16:17:00,2016-03-22 10:09:00,27/3/2016 10:59,4 - Low,Category 42,Group 39,Met,0.0,Category 42,4 - Low
INC0009638,2016-03-21 16:20:00,2016-03-29 16:58:00,3/4/2016 16:59,3 - Moderate,Category 34,Group 73,Breached,8.0,Category 34,3 - Moderate
INC0009639,2016-03-21 16:22:00,,26/3/2016 16:59,3 - Moderate,Category 42,Group 70,Met,,Category 42,3 - Moderate
INC0009640,2016-03-21 16:24:00,2016-03-30 17:21:00,4/4/2016 17:59,3 - Moderate,Category 46,Group 22,Breached,9.0,Category 46,3 - Moderate
INC0009641,2016-03-21 16:24:00,2016-03-31 14:22:00,5/4/2016 14:59,3 - Moderate,Category 53,?,Breached,9.0,Category 53,3 - Moderate
INC0009643,2016-03-21 16:27:00,2016-03-28 13:03:00,2/4/2016 13:59,3 - Moderate,Category 34,Group 25,Breached,6.0,Category 34,3 - Moderate
INC0009647,2016-03-21 16:34:00,,26/3/2016 16:59,3 - Moderate,Category 42,Group 70,Met,,Category 42,3 - Moderate
INC0009650,2016-03-21 16:35:00,2016-03-30 10:19:00,4/4/2016 10:59,3 - Moderate,Category 26,?,Breached,8.0,Category 26,3 - Moderate
INC0009651,2016-03-21 16:37:00,2016-04-05 08:55:00,10/4/2016 08:59,3 - Moderate,Category 23,Group 70,Breached,14.0,Category 23,3 - Moderate
INC0009652,2016-03-21 16:38:00,2016-03-23 10:53:00,28/3/2016 10:59,3 - Moderate,Category 53,Group 39,Met,1.0,Category 53,3 - Moderate
INC0009653,2016-03-21 16:39:00,2016-03-31 14:20:00,5/4/2016 14:59,3 - Moderate,Category 46,Group 22,Breached,9.0,Category 46,3 - Moderate
INC0009655,2016-03-21 16:41:00,2016-03-21 16:42:00,26/3/2016 16:59,3 - Moderate,Category 24,Group 24,Met,0.0,Category 24,3 - Moderate
INC0009656,2016-03-21 16:42:00,2016-03-24 09:43:00,29/3/2016 09:59,3 - Moderate,Category 46,Group 64,Met,2.0,Category 46,3 - Moderate
